a,b,h1,h2,h3,o,t,delta_h1,delta_h2,delta_h3,delta_o,w_bias_h1,w_a_h1,w_b_h1,w_bias_h2,w_a_h2,w_b_h2,w_bias_h3,w_a_h3,w_b_h3,w_bias_o,w_h1_o,w_h2_o,w_h3_o
   5.70989,   2.19866,   0.10287,   0.09701,   0.89727,   0.07460,   0.00000,  -0.00166,  -0.00161,   0.00173,  -0.00515,   2.75020,  -0.53617,  -0.84928,   2.51609,  -0.51560,  -0.82564,  -2.60722,   0.52038,   0.82619,   0.04361,   3.50116,   3.55995,  -3.64334
   6.19829,   3.28478,   0.03348,   0.03255,   0.96551,   0.03765,   0.00000,  -0.00015,  -0.00015,   0.00017,  -0.00136,   2.75017,  -0.53636,  -0.84939,   2.51606,  -0.51579,  -0.82574,  -2.60719,   0.52058,   0.82630,   0.04334,   3.50116,   3.55994,  -3.64360
   0.13228,   1.38386,   0.81814,   0.78670,   0.19864,   0.99320,   1.00000,   0.00002,   0.00003,  -0.00003,   0.00005,   2.75017,  -0.53636,  -0.84938,   2.51607,  -0.51578,  -0.82573,  -2.60720,   0.52058,   0.82629,   0.04335,   3.50116,   3.55995,  -3.64360
   2.00962,   4.24767,   0.12613,   0.11631,   0.87532,   0.09193,   0.00000,  -0.00296,  -0.00281,   0.00305,  -0.00767,   2.74958,  -0.53755,  -0.85189,   2.51550,  -0.51691,  -0.82811,  -2.60659,   0.52181,   0.82889,   0.04181,   3.50097,   3.55977,  -3.64494
   4.05527,   3.03431,   0.11761,   0.10973,   0.88335,   0.08505,   0.00000,  -0.00240,  -0.00230,   0.00249,  -0.00662,   2.74910,  -0.53950,  -0.85335,   2.51504,  -0.51878,  -0.82951,  -2.60609,   0.52382,   0.83040,   0.04049,   3.50081,   3.55963,  -3.64611
   3.12254,   4.99104,   0.03937,   0.03751,   0.95985,   0.03962,   0.00000,  -0.00020,  -0.00019,   0.00021,  -0.00151,   2.74906,  -0.53962,  -0.85355,   2.51501,  -0.51890,  -0.82970,  -2.60605,   0.52395,   0.83061,   0.04019,   3.50080,   3.55961,  -3.64640
   2.61215,  -0.29535,   0.83084,   0.80291,   0.18502,   0.99413,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00003,   2.74906,  -0.53961,  -0.85355,   2.51501,  -0.51889,  -0.82970,  -2.60605,   0.52395,   0.83061,   0.04019,   3.50081,   3.55962,  -3.64640
   7.42244,   3.17604,   0.01858,   0.01849,   0.98056,   0.03216,   0.00000,  -0.00006,  -0.00006,   0.00007,  -0.00100,   2.74905,  -0.53971,  -0.85359,   2.51500,  -0.51899,  -0.82975,  -2.60604,   0.52405,   0.83065,   0.03999,   3.50080,   3.55962,  -3.64660
   0.95373,   1.10693,   0.78405,   0.75055,   0.23384,   0.99009,   1.00000,   0.00006,   0.00006,  -0.00006,   0.00010,   2.74906,  -0.53970,  -0.85358,   2.51501,  -0.51897,  -0.82973,  -2.60605,   0.52404,   0.83064,   0.04001,   3.50082,   3.55963,  -3.64659
   7.02923,   0.18399,   0.23118,   0.21659,   0.77388,   0.23117,   0.00000,  -0.02556,  -0.02482,   0.02622,  -0.04109,   2.74395,  -0.57564,  -0.85452,   2.51005,  -0.55386,  -0.83064,  -2.60081,   0.56089,   0.83160,   0.03180,   3.49892,   3.55785,  -3.65295
   2.96815,   5.36082,   0.02804,   0.02694,   0.97131,   0.03481,   0.00000,  -0.00011,  -0.00011,   0.00012,  -0.00117,   2.74392,  -0.57570,  -0.85464,   2.51002,  -0.55393,  -0.83076,  -2.60078,   0.56097,   0.83173,   0.03156,   3.49891,   3.55784,  -3.65318
   1.80840,   2.34244,   0.42577,   0.39229,   0.58951,   0.68209,   1.00000,   0.05897,   0.05847,  -0.06094,   0.06894,   2.75572,  -0.55438,  -0.82702,   2.52172,  -0.53278,  -0.80337,  -2.61297,   0.53892,   0.80318,   0.04535,   3.50478,   3.56325,  -3.64505
   2.62641,   2.83832,   0.25968,   0.23907,   0.74690,   0.28595,   1.00000,   0.09823,   0.09451,  -0.10046,   0.14580,   2.77537,  -0.50277,  -0.77125,   2.54062,  -0.48314,  -0.74972,  -2.63306,   0.48615,   0.74615,   0.07451,   3.51235,   3.57022,  -3.62327
   0.41326,   1.37979,   0.81808,   0.78693,   0.19740,   0.99358,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00004,   2.77537,  -0.50277,  -0.77125,   2.54062,  -0.48314,  -0.74972,  -2.63307,   0.48615,   0.74615,   0.07452,   3.51236,   3.57023,  -3.62327
   1.74849,   1.11086,   0.73876,   0.70330,   0.27805,   0.98482,   1.00000,   0.00015,   0.00017,  -0.00016,   0.00023,   2.77540,  -0.50272,  -0.77121,   2.54066,  -0.48308,  -0.74968,  -2.63310,   0.48609,   0.74611,   0.07456,   3.51240,   3.57026,  -3.62326
   1.68582,   4.26101,   0.20453,   0.18723,   0.79666,   0.19386,   0.00000,  -0.01731,  -0.01646,   0.01778,  -0.03030,   2.77194,  -0.50856,  -0.78597,   2.53737,  -0.48863,  -0.76371,  -2.62954,   0.49209,   0.76126,   0.06850,   3.51116,   3.56913,  -3.62808
   0.20467,   0.16429,   0.92681,   0.90986,   0.08289,   0.99811,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.77194,  -0.50856,  -0.78597,   2.53737,  -0.48863,  -0.76371,  -2.62954,   0.49209,   0.76126,   0.06850,   3.51116,   3.56913,  -3.62808
   8.76039,   1.59028,   0.05054,   0.04937,   0.94745,   0.04674,   0.00000,  -0.00035,  -0.00035,   0.00038,  -0.00208,   2.77187,  -0.50917,  -0.78608,   2.53730,  -0.48924,  -0.76382,  -2.62947,   0.49275,   0.76138,   0.06809,   3.51114,   3.56911,  -3.62848
  -0.97458,   6.15933,   0.17170,   0.15571,   0.82919,   0.14406,   0.00000,  -0.00887,  -0.00833,   0.00913,  -0.01776,   2.77009,  -0.50744,  -0.79700,   2.53563,  -0.48761,  -0.77408,  -2.62764,   0.49097,   0.77263,   0.06453,   3.51053,   3.56855,  -3.63142
  -0.17172,  -0.17726,   0.95251,   0.94028,   0.05474,   0.99859,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.77009,  -0.50744,  -0.79700,   2.53563,  -0.48761,  -0.77408,  -2.62764,   0.49097,   0.77263,   0.06453,   3.51053,   3.56855,  -3.63142
   5.46761,   3.90901,   0.04229,   0.04084,   0.95593,   0.04259,   0.00000,  -0.00025,  -0.00024,   0.00027,  -0.00174,   2.77004,  -0.50771,  -0.79720,   2.53558,  -0.48788,  -0.77427,  -2.62759,   0.49126,   0.77284,   0.06419,   3.51051,   3.56854,  -3.63176
   8.25541,   2.35067,   0.03573,   0.03516,   0.96248,   0.03991,   0.00000,  -0.00018,  -0.00019,   0.00020,  -0.00153,   2.77001,  -0.50802,  -0.79728,   2.53554,  -0.48818,  -0.77436,  -2.62755,   0.49159,   0.77293,   0.06388,   3.51050,   3.56853,  -3.63205
   0.22338,   0.29396,   0.91850,   0.90015,   0.09191,   0.99791,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.77001,  -0.50802,  -0.79728,   2.53554,  -0.48818,  -0.77436,  -2.62755,   0.49159,   0.77293,   0.06388,   3.51050,   3.56853,  -3.63205
   1.18314,  -0.81300,   0.94360,   0.93005,   0.06451,   0.99844,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.77001,  -0.50802,  -0.79728,   2.53554,  -0.48818,  -0.77436,  -2.62755,   0.49159,   0.77293,   0.06388,   3.51050,   3.56853,  -3.63205
   0.62273,   1.72690,   0.74589,   0.70978,   0.27157,   0.98564,   1.00000,   0.00014,   0.00015,  -0.00015,   0.00020,   2.77003,  -0.50800,  -0.79724,   2.53557,  -0.48817,  -0.77431,  -2.62758,   0.49157,   0.77288,   0.06392,   3.51053,   3.56856,  -3.63204
   1.20149,   1.94097,   0.64846,   0.60972,   0.36893,   0.95993,   1.00000,   0.00123,   0.00131,  -0.00130,   0.00154,   2.77028,  -0.50770,  -0.79676,   2.53584,  -0.48785,  -0.77380,  -2.62784,   0.49126,   0.77237,   0.06423,   3.51073,   3.56875,  -3.63193
   0.78753,  -1.21924,   0.96584,   0.95669,   0.03982,   0.99880,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.77028,  -0.50770,  -0.79676,   2.53584,  -0.48785,  -0.77380,  -2.62784,   0.49126,   0.77237,   0.06423,   3.51073,   3.56875,  -3.63193
  -0.10516,   6.10606,   0.11493,   0.10548,   0.88459,   0.08560,   0.00000,  -0.00239,  -0.00226,   0.00248,  -0.00670,   2.76980,  -0.50765,  -0.79968,   2.53538,  -0.48780,  -0.77656,  -2.62734,   0.49121,   0.77541,   0.06289,   3.51058,   3.56861,  -3.63311
   1.94337,   2.12290,   0.52139,   0.48472,   0.49334,   0.86184,   1.00000,   0.01441,   0.01466,  -0.01494,   0.01645,   2.77269,  -0.50205,  -0.79356,   2.53832,  -0.48210,  -0.77033,  -2.63033,   0.48540,   0.76906,   0.06618,   3.51229,   3.57020,  -3.63149
   7.45726,   1.52901,   0.10114,   0.09668,   0.89709,   0.07648,   0.00000,  -0.00172,  -0.00168,   0.00181,  -0.00540,   2.77234,  -0.50463,  -0.79409,   2.53798,  -0.48462,  -0.77084,  -2.62997,   0.48810,   0.76962,   0.06510,   3.51218,   3.57010,  -3.63246
   4.89693,   1.11467,   0.35803,   0.33306,   0.64979,   0.53775,   1.00000,   0.09276,   0.09112,  -0.09498,   0.11490,   2.79089,  -0.41378,  -0.77341,   2.55620,  -0.39537,  -0.75053,  -2.64897,   0.39508,   0.74844,   0.08808,   3.52041,   3.57775,  -3.61752
   6.58035,   4.90099,   0.02361,   0.02357,   0.97389,   0.03670,   0.00000,  -0.00011,  -0.00011,   0.00012,  -0.00130,   2.79087,  -0.41392,  -0.77351,   2.55618,  -0.39551,  -0.75064,  -2.64894,   0.39524,   0.74856,   0.08782,   3.52041,   3.57775,  -3.61778
   0.97753,   0.65530,   0.86754,   0.84260,   0.14529,   0.99643,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00001,   2.79087,  -0.41392,  -0.77351,   2.55618,  -0.39551,  -0.75063,  -2.64894,   0.39523,   0.74856,   0.08783,   3.52041,   3.57775,  -3.61778
  -0.41211,   6.64717,   0.10154,   0.09360,   0.89697,   0.07836,   0.00000,  -0.00182,  -0.00172,   0.00189,  -0.00566,   2.79051,  -0.41377,  -0.77593,   2.55584,  -0.39537,  -0.75292,  -2.64856,   0.39508,   0.75108,   0.08669,   3.52029,   3.57764,  -3.61879
   3.60850,   6.24307,   0.02801,   0.02735,   0.96971,   0.03820,   0.00000,  -0.00013,  -0.00013,   0.00015,  -0.00140,   2.79048,  -0.41387,  -0.77610,   2.55581,  -0.39547,  -0.75309,  -2.64853,   0.39519,   0.75126,   0.08641,   3.52029,   3.57763,  -3.61906
  -0.02683,   2.44726,   0.71142,   0.67336,   0.30564,   0.98004,   1.00000,   0.00028,   0.00031,  -0.00030,   0.00039,   2.79054,  -0.41387,  -0.77596,   2.55588,  -0.39547,  -0.75293,  -2.64859,   0.39519,   0.75111,   0.08649,   3.52034,   3.57769,  -3.61904
   5.74913,   4.06618,   0.06042,   0.05845,   0.93569,   0.05325,   0.00000,  -0.00054,  -0.00053,   0.00058,  -0.00268,   2.79043,  -0.41448,  -0.77639,   2.55577,  -0.39608,  -0.75336,  -2.64848,   0.39586,   0.75159,   0.08595,   3.52031,   3.57765,  -3.61954
  -0.00490,   1.14364,   0.87041,   0.84503,   0.14297,   0.99652,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00001,   2.79043,  -0.41448,  -0.77639,   2.55577,  -0.39608,  -0.75336,  -2.64848,   0.39586,   0.75159,   0.08596,   3.52031,   3.57766,  -3.61954
  -0.07799,   1.48918,   0.84112,   0.81226,   0.17363,   0.99515,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.79043,  -0.41448,  -0.77639,   2.55577,  -0.39608,  -0.75336,  -2.64848,   0.39586,   0.75159,   0.08596,   3.52031,   3.57766,  -3.61954
   0.90453,   2.05647,   0.69400,   0.65662,   0.32195,   0.97617,   1.00000,   0.00041,   0.00045,  -0.00044,   0.00055,   2.79052,  -0.41441,  -0.77622,   2.55586,  -0.39600,  -0.75318,  -2.64857,   0.39578,   0.75141,   0.08607,   3.52039,   3.57773,  -3.61951
   1.93340,   1.55639,   0.68594,   0.64977,   0.32874,   0.97431,   1.00000,   0.00049,   0.00052,  -0.00051,   0.00064,   2.79061,  -0.41422,  -0.77607,   2.55597,  -0.39579,  -0.75301,  -2.64867,   0.39558,   0.75125,   0.08620,   3.52048,   3.57782,  -3.61946
   8.09608,   3.80089,   0.02895,   0.02901,   0.96800,   0.03873,   0.00000,  -0.00014,  -0.00015,   0.00016,  -0.00144,   2.79059,  -0.41445,  -0.77618,   2.55594,  -0.39603,  -0.75312,  -2.64864,   0.39584,   0.75137,   0.08591,   3.52047,   3.57781,  -3.61974
   7.53200,   4.52827,   0.02092,   0.02110,   0.97669,   0.03556,   0.00000,  -0.00009,  -0.00009,   0.00010,  -0.00122,   2.79057,  -0.41458,  -0.77626,   2.55592,  -0.39617,  -0.75320,  -2.64862,   0.39600,   0.75146,   0.08567,   3.52047,   3.57780,  -3.61998
   2.36623,   8.29640,   0.00966,   0.00966,   0.98926,   0.03147,   0.00000,  -0.00003,  -0.00003,   0.00004,  -0.00096,   2.79056,  -0.41460,  -0.77631,   2.55591,  -0.39618,  -0.75326,  -2.64861,   0.39601,   0.75152,   0.08548,   3.52046,   3.57780,  -3.62017
   1.29542,   0.55157,   0.86120,   0.83579,   0.15173,   0.99616,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00001,   2.79056,  -0.41460,  -0.77631,   2.55592,  -0.39618,  -0.75326,  -2.64861,   0.39601,   0.75152,   0.08548,   3.52047,   3.57780,  -3.62017
   1.15392,   0.62914,   0.86101,   0.83546,   0.15202,   0.99615,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00001,   2.79056,  -0.41460,  -0.77631,   2.55592,  -0.39618,  -0.75326,  -2.64861,   0.39601,   0.75152,   0.08548,   3.52047,   3.57781,  -3.62017
   1.43960,   1.36666,   0.75635,   0.72235,   0.25895,   0.98781,   1.00000,   0.00010,   0.00011,  -0.00010,   0.00015,   2.79058,  -0.41457,  -0.77628,   2.55594,  -0.39615,  -0.75323,  -2.64863,   0.39598,   0.75149,   0.08551,   3.52049,   3.57783,  -3.62016
   2.02033,   2.44914,   0.51294,   0.47772,   0.49797,   0.85788,   1.00000,   0.01524,   0.01547,  -0.01568,   0.01733,   2.79363,  -0.40841,  -0.76882,   2.55903,  -0.38990,  -0.74565,  -2.65177,   0.38964,   0.74381,   0.08898,   3.52227,   3.57948,  -3.61844
   1.64756,   0.32488,   0.86657,   0.84216,   0.14577,   0.99642,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00001,   2.79363,  -0.40841,  -0.76882,   2.55903,  -0.38989,  -0.74565,  -2.65177,   0.38964,   0.74381,   0.08898,   3.52227,   3.57949,  -3.61844
   2.16728,   0.77885,   0.78746,   0.75644,   0.22653,   0.99143,   1.00000,   0.00004,   0.00005,  -0.00005,   0.00007,   2.79364,  -0.40839,  -0.76881,   2.55904,  -0.38987,  -0.74564,  -2.65178,   0.38962,   0.74380,   0.08899,   3.52228,   3.57950,  -3.61843
   0.23597,   0.93570,   0.87846,   0.85438,   0.13425,   0.99685,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.79364,  -0.40839,  -0.76881,   2.55904,  -0.38987,  -0.74564,  -2.65178,   0.38962,   0.74380,   0.08900,   3.52228,   3.57950,  -3.61843
   3.84859,   3.36780,   0.20306,   0.18960,   0.79457,   0.19906,   0.00000,  -0.01809,  -0.01746,   0.01874,  -0.03174,   2.79002,  -0.42232,  -0.78099,   2.55555,  -0.40331,  -0.75740,  -2.64803,   0.40405,   0.75643,   0.08265,   3.52100,   3.57829,  -3.62348
   6.44566,   3.36576,   0.07171,   0.06957,   0.92430,   0.05924,   0.00000,  -0.00077,  -0.00076,   0.00084,  -0.00330,   2.78987,  -0.42331,  -0.78152,   2.55540,  -0.40430,  -0.75792,  -2.64787,   0.40513,   0.75699,   0.08199,   3.52095,   3.57825,  -3.62409
   5.11805,   1.62290,   0.34412,   0.32217,   0.65794,   0.51549,   0.00000,  -0.10231,  -0.10060,   0.10501,  -0.12875,   2.76941,  -0.52804,  -0.81472,   2.53528,  -0.50728,  -0.79057,  -2.62686,   0.51262,   0.79107,   0.05624,   3.51209,   3.56995,  -3.64103
   1.78768,  -0.15957,   0.87604,   0.85253,   0.13744,   0.99658,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00001,   2.76941,  -0.52804,  -0.81472,   2.53528,  -0.50727,  -0.79057,  -2.62687,   0.51262,   0.79108,   0.05624,   3.51209,   3.56995,  -3.64103
   1.62302,   0.91881,   0.76202,   0.72821,   0.25578,   0.98788,   1.00000,   0.00009,   0.00010,  -0.00010,   0.00015,   2.76943,  -0.52801,  -0.81471,   2.53530,  -0.50724,  -0.79055,  -2.62689,   0.51258,   0.79106,   0.05627,   3.51211,   3.56998,  -3.64102
   2.58316,   0.80442,   0.67920,   0.64315,   0.33929,   0.97076,   1.00000,   0.00064,   0.00068,  -0.00068,   0.00083,   2.76955,  -0.52768,  -0.81461,   2.53544,  -0.50689,  -0.79044,  -2.62702,   0.51223,   0.79095,   0.05644,   3.51222,   3.57008,  -3.64096
   1.78977,   5.21264,   0.08158,   0.07642,   0.91779,   0.06146,   0.00000,  -0.00093,  -0.00089,   0.00097,  -0.00355,   2.76937,  -0.52802,  -0.81558,   2.53526,  -0.50721,  -0.79137,  -2.62683,   0.51258,   0.79196,   0.05573,   3.51217,   3.57003,  -3.64161
   0.72341,   0.86788,   0.84285,   0.81480,   0.17240,   0.99502,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.76937,  -0.52802,  -0.81558,   2.53526,  -0.50721,  -0.79137,  -2.62683,   0.51258,   0.79196,   0.05573,   3.51217,   3.57003,  -3.64161
   2.21822,   3.33430,   0.24578,   0.22644,   0.75966,   0.26133,   0.00000,  -0.03284,  -0.03155,   0.03354,  -0.05045,   2.76280,  -0.54259,  -0.83748,   2.52895,  -0.52120,  -0.81241,  -2.62012,   0.52746,   0.81433,   0.04564,   3.50969,   3.56775,  -3.64928
   4.24490,   3.21845,   0.09658,   0.09127,   0.90376,   0.06993,   0.00000,  -0.00139,  -0.00135,   0.00144,  -0.00455,   2.76252,  -0.54377,  -0.83838,   2.52868,  -0.52234,  -0.81327,  -2.61983,   0.52869,   0.81526,   0.04473,   3.50960,   3.56767,  -3.65010
   4.10963,   4.54741,   0.03610,   0.03502,   0.96304,   0.03846,   0.00000,  -0.00017,  -0.00017,   0.00018,  -0.00142,   2.76249,  -0.54391,  -0.83853,   2.52865,  -0.52249,  -0.81343,  -2.61979,   0.52884,   0.81543,   0.04445,   3.50959,   3.56766,  -3.65037
   1.36750,   4.32532,   0.16683,   0.15392,   0.83622,   0.13315,   0.00000,  -0.00750,  -0.00714,   0.00768,  -0.01537,   2.76099,  -0.54596,  -0.84502,   2.52722,  -0.52444,  -0.81961,  -2.61826,   0.53094,   0.82207,   0.04138,   3.50908,   3.56718,  -3.65294
   5.68160,   3.84293,   0.02690,   0.02654,   0.97228,   0.03485,   0.00000,  -0.00011,  -0.00011,   0.00012,  -0.00117,   2.76096,  -0.54608,  -0.84510,   2.52720,  -0.52456,  -0.81969,  -2.61823,   0.53107,   0.82216,   0.04114,   3.50907,   3.56718,  -3.65317
   3.74006,   3.41829,   0.10246,   0.09651,   0.89829,   0.07333,   0.00000,  -0.00161,  -0.00155,   0.00166,  -0.00498,   2.76064,  -0.54729,  -0.84620,   2.52689,  -0.52572,  -0.82075,  -2.61790,   0.53231,   0.82330,   0.04014,   3.50897,   3.56708,  -3.65407
   0.94968,   1.31959,   0.75478,   0.72002,   0.26387,   0.98652,   1.00000,   0.00012,   0.00013,  -0.00013,   0.00018,   2.76067,  -0.54726,  -0.84617,   2.52691,  -0.52570,  -0.82072,  -2.61793,   0.53229,   0.82326,   0.04018,   3.50900,   3.56711,  -3.65406
   1.71290,   1.31492,   0.67054,   0.63350,   0.34895,   0.96700,   1.00000,   0.00082,   0.00087,  -0.00087,   0.00105,   2.76083,  -0.54699,  -0.84595,   2.52709,  -0.52540,  -0.82049,  -2.61810,   0.53199,   0.82303,   0.04039,   3.50914,   3.56724,  -3.65398
   2.66920,   3.84595,   0.12426,   0.11600,   0.87731,   0.08985,   0.00000,  -0.00281,  -0.00269,   0.00289,  -0.00735,   2.76027,  -0.54848,  -0.84811,   2.52655,  -0.52683,  -0.82255,  -2.61752,   0.53353,   0.82526,   0.03892,   3.50896,   3.56707,  -3.65527
   2.53523,   1.21198,   0.58464,   0.54835,   0.43421,   0.92123,   0.00000,  -0.05696,  -0.05905,   0.06003,  -0.06685,   2.74888,  -0.57736,  -0.86192,   2.51474,  -0.55678,  -0.83687,  -2.60552,   0.56397,   0.83981,   0.02555,   3.50114,   3.55974,  -3.66108
   2.26222,   4.76766,   0.06497,   0.06096,   0.93549,   0.04951,   0.00000,  -0.00050,  -0.00047,   0.00051,  -0.00233,   2.74878,  -0.57759,  -0.86239,   2.51464,  -0.55699,  -0.83732,  -2.60542,   0.56420,   0.84030,   0.02509,   3.50111,   3.55971,  -3.66152
   3.39241,   3.66009,   0.08572,   0.08021,   0.91561,   0.06055,   0.00000,  -0.00095,  -0.00090,   0.00097,  -0.00344,   2.74859,  -0.57823,  -0.86308,   2.51446,  -0.55760,  -0.83798,  -2.60522,   0.56486,   0.84101,   0.02440,   3.50105,   3.55965,  -3.66215
   0.06742,   2.63314,   0.60754,   0.56718,   0.41274,   0.93455,   1.00000,   0.00334,   0.00350,  -0.00355,   0.00400,   2.74926,  -0.57818,  -0.86132,   2.51516,  -0.55756,  -0.83614,  -2.60593,   0.56482,   0.83914,   0.02520,   3.50154,   3.56011,  -3.66182
   0.84137,   1.24222,   0.76725,   0.73251,   0.25194,   0.98784,   1.00000,   0.00009,   0.00010,  -0.00010,   0.00015,   2.74928,  -0.57817,  -0.86130,   2.51518,  -0.55754,  -0.83612,  -2.60595,   0.56480,   0.83911,   0.02523,   3.50156,   3.56013,  -3.66181
   0.42785,   1.93014,   0.69835,   0.65989,   0.32198,   0.97444,   1.00000,   0.00047,   0.00051,  -0.00051,   0.00064,   2.74937,  -0.57813,  -0.86112,   2.51529,  -0.55750,  -0.83592,  -2.60605,   0.56476,   0.83892,   0.02535,   3.50165,   3.56021,  -3.66177
   8.76822,  -2.45674,   0.44911,   0.42084,   0.57074,   0.73231,   0.00000,  -0.12437,  -0.12457,   0.12879,  -0.14356,   2.72450,  -0.79623,  -0.80001,   2.49037,  -0.77595,  -0.77471,  -2.58030,   0.79060,   0.77564,  -0.00336,   3.48875,   3.54813,  -3.67815
   2.33591,   4.34093,   0.06861,   0.06386,   0.93299,   0.04884,   0.00000,  -0.00051,  -0.00048,   0.00052,  -0.00227,   2.72439,  -0.79647,  -0.80045,   2.49028,  -0.77617,  -0.77513,  -2.58019,   0.79085,   0.77609,  -0.00381,   3.48872,   3.54810,  -3.67858
   0.28998,   0.61942,   0.88055,   0.85632,   0.13353,   0.99637,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00001,   2.72439,  -0.79647,  -0.80045,   2.49028,  -0.77617,  -0.77513,  -2.58019,   0.79085,   0.77609,  -0.00381,   3.48873,   3.54810,  -3.67858
   7.16706,   1.76169,   0.01220,   0.01168,   0.98851,   0.02776,   0.00000,  -0.00003,  -0.00003,   0.00003,  -0.00075,   2.72439,  -0.79651,  -0.80046,   2.49027,  -0.77622,  -0.77514,  -2.58019,   0.79089,   0.77610,  -0.00396,   3.48872,   3.54810,  -3.67872
   2.03205,  -0.91763,   0.86299,   0.83538,   0.15640,   0.99548,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.72439,  -0.79651,  -0.80046,   2.49027,  -0.77621,  -0.77514,  -2.58019,   0.79089,   0.77610,  -0.00395,   3.48873,   3.54811,  -3.67872
  -2.82038,   6.87864,   0.36929,   0.34244,   0.62896,   0.54628,   0.00000,  -0.11002,  -0.10818,   0.11624,  -0.13540,   2.70239,  -0.73445,  -0.95183,   2.46864,  -0.71519,  -0.92396,  -2.55694,   0.72532,   0.93602,  -0.03103,   3.47873,   3.53883,  -3.69576
   4.00275,   4.07669,   0.01602,   0.01536,   0.98467,   0.02765,   0.00000,  -0.00004,  -0.00004,   0.00004,  -0.00074,   2.70238,  -0.73448,  -0.95186,   2.46863,  -0.71522,  -0.92400,  -2.55693,   0.72535,   0.93606,  -0.03118,   3.47872,   3.53883,  -3.69590
   1.64909,   2.93755,   0.21333,   0.19386,   0.80042,   0.17346,   1.00000,   0.06918,   0.06554,  -0.06996,   0.11850,   2.71621,  -0.71166,  -0.91122,   2.48174,  -0.69361,  -0.88549,  -2.57092,   0.70228,   0.89495,  -0.00748,   3.48378,   3.54342,  -3.67693
   0.08995,   1.33932,   0.80718,   0.77441,   0.21263,   0.99156,   1.00000,   0.00004,   0.00004,  -0.00004,   0.00007,   2.71622,  -0.71166,  -0.91120,   2.48174,  -0.69361,  -0.88548,  -2.57093,   0.70228,   0.89494,  -0.00747,   3.48379,   3.54344,  -3.67693
   3.68133,   3.57700,   0.04058,   0.03772,   0.96142,   0.03670,   0.00000,  -0.00018,  -0.00017,   0.00018,  -0.00130,   2.71619,  -0.71179,  -0.91133,   2.48171,  -0.69373,  -0.88560,  -2.57090,   0.70241,   0.89507,  -0.00773,   3.48378,   3.54343,  -3.67718
   4.50099,   2.07445,   0.08486,   0.07742,   0.92037,   0.05614,   0.00000,  -0.00080,  -0.00075,   0.00080,  -0.00297,   2.71602,  -0.71251,  -0.91166,   2.48156,  -0.69441,  -0.88591,  -2.57074,   0.70313,   0.89540,  -0.00832,   3.48373,   3.54338,  -3.67773
   4.47565,   4.75257,   0.00812,   0.00787,   0.99209,   0.02658,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00069,   2.71602,  -0.71253,  -0.91168,   2.48156,  -0.69443,  -0.88593,  -2.57073,   0.70315,   0.89542,  -0.00846,   3.48373,   3.54338,  -3.67786
   0.58534,   7.64696,   0.00926,   0.00902,   0.99088,   0.02689,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00070,   2.71602,  -0.71253,  -0.91172,   2.48155,  -0.69443,  -0.88597,  -2.57073,   0.70315,   0.89545,  -0.00860,   3.48373,   3.54338,  -3.67800
   0.49994,   7.54942,   0.01074,   0.01041,   0.98945,   0.02729,   0.00000,  -0.00003,  -0.00003,   0.00003,  -0.00072,   2.71601,  -0.71254,  -0.91176,   2.48155,  -0.69443,  -0.88601,  -2.57072,   0.70315,   0.89550,  -0.00875,   3.48373,   3.54338,  -3.67815
   4.20991,   3.37089,   0.03366,   0.03141,   0.96796,   0.03421,   0.00000,  -0.00013,  -0.00012,   0.00013,  -0.00113,   2.71599,  -0.71264,  -0.91184,   2.48152,  -0.69453,  -0.88609,  -2.57070,   0.70326,   0.89558,  -0.00897,   3.48372,   3.54337,  -3.67836
   8.02268,   2.76237,   0.00399,   0.00392,   0.99611,   0.02545,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00063,   2.71598,  -0.71266,  -0.91185,   2.48152,  -0.69455,  -0.88609,  -2.57070,   0.70327,   0.89559,  -0.00910,   3.48372,   3.54337,  -3.67849
